"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-774815","R-MMU-774815","Nucleosome assembly","4/362","77/8691",0.051948051948052,1.24718375547105,0.454182710222144,0.400214873982927,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-4085001","R-MMU-4085001","Sialic acid metabolism","2/362","33/8691",0.0606060606060606,1.45504771471622,0.545975128641168,0.402322620799188,0.999995394288411,0.96529769834624,"74091/20443",2
"R-MMU-5654727","R-MMU-5654727","Negative regulation of FGFR2 signaling","2/362","33/8691",0.0606060606060606,1.45504771471622,0.545975128641168,0.402322620799188,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-5694530","R-MMU-5694530","Cargo concentration in the ER","2/362","33/8691",0.0606060606060606,1.45504771471622,0.545975128641168,0.402322620799188,0.999995394288411,0.96529769834624,"14067/20701",2
"R-MMU-180336","R-MMU-180336","SHC1 events in EGFR signaling","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"71920",1
"R-MMU-190373","R-MMU-190373","FGFR1c ligand binding and activation","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-190375","R-MMU-190375","FGFR2c ligand binding and activation","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-193807","R-MMU-193807","Synthesis of bile acids and bile salts via 27-hydroxycholesterol","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"13123",1
"R-MMU-209543","R-MMU-209543","p75NTR recruits signalling complexes","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"18053",1
"R-MMU-209560","R-MMU-209560","NF-kB is activated and signals survival","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"18053",1
"R-MMU-3000157","R-MMU-3000157","Laminin interactions","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"94216",1
"R-MMU-416700","R-MMU-416700","Other semaphorin interactions","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"12517",1
"R-MMU-5635838","R-MMU-5635838","Activation of SMO","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"20423",1
"R-MMU-8849471","R-MMU-8849471","PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"20459",1
"R-MMU-8964539","R-MMU-8964539","Glutamate and glutamine metabolism","1/362","13/8691",0.0769230769230769,1.84679133021674,0.636950963062697,0.425048928762461,0.999995394288411,0.96529769834624,"209027",1
"R-MMU-8956319","R-MMU-8956319","Nucleotide catabolism","2/362","35/8691",0.0571428571428571,1.37190213101815,0.459591309184181,0.431550818949267,0.999995394288411,0.96529769834624,"22271/67464",2
"R-MMU-351202","R-MMU-351202","Metabolism of polyamines","3/362","59/8691",0.0508474576271186,1.22076037082124,0.354698332948478,0.448118633858067,0.999995394288411,0.96529769834624,"75986/16912/16913",3
"R-MMU-111931","R-MMU-111931","PKA-mediated phosphorylation of CREB","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"432530",1
"R-MMU-163615","R-MMU-163615","PKA activation","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"432530",1
"R-MMU-166786","R-MMU-166786","Creation of C4 and C2 activators","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"50909",1
"R-MMU-190322","R-MMU-190322","FGFR4 ligand binding and activation","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-205043","R-MMU-205043","NRIF signals cell death from the nucleus","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"18053",1
"R-MMU-373752","R-MMU-373752","Netrin-1 signaling","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"18761",1
"R-MMU-418038","R-MMU-418038","Nucleotide-like (purinergic) receptors","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"78826",1
"R-MMU-622312","R-MMU-622312","Inflammasomes","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"54483",1
"R-MMU-6785807","R-MMU-6785807","Interleukin-4 and Interleukin-13 signaling","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"16186",1
"R-MMU-6804759","R-MMU-6804759","Regulation of TP53 Activity through Association with Co-factors","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-9824878","R-MMU-9824878","Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7","1/362","14/8691",0.0714285714285714,1.71487766377269,0.558057166144793,0.449032829175919,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-2559586","R-MMU-2559586","DNA Damage/Telomere Stress Induced Senescence","4/362","83/8691",0.0481927710843374,1.15702589362977,0.299658728990263,0.456635972321979,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-187577","R-MMU-187577","SCF(Skp2)-mediated degradation of p27/p21","3/362","60/8691",0.05,1.20041436464088,0.324744388697129,0.459099048918183,0.999995394288411,0.96529769834624,"20459/16912/16913",3
"R-MMU-140534","R-MMU-140534","Caspase activation via Death Receptors in the presence of ligand","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-156581","R-MMU-156581","Methylation","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"11720",1
"R-MMU-2022857","R-MMU-2022857","Keratan sulfate degradation","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"244757",1
"R-MMU-204174","R-MMU-204174","Regulation of pyruvate dehydrogenase (PDH) complex","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"27273",1
"R-MMU-422085","R-MMU-422085","Synthesis, secretion, and deacylation of Ghrelin","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"14526",1
"R-MMU-5654228","R-MMU-5654228","Phospholipase C-mediated cascade; FGFR4","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-975163","R-MMU-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-975577","R-MMU-975577","N-Glycan antennae elongation","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"20443",1
"R-MMU-9758274","R-MMU-9758274","Regulation of NF-kappa B signaling","1/362","15/8691",0.0666666666666667,1.60055248618785,0.48529360625585,0.472018897614125,0.999995394288411,0.96529769834624,"434341",1
"R-MMU-68875","R-MMU-68875","Mitotic Prophase","6/362","132/8691",0.0454545454545455,1.09128578603717,0.220316160468024,0.473178383800513,0.999995394288411,0.96529769834624,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-110313","R-MMU-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"100038882/74153",2
"R-MMU-112040","R-MMU-112040","G-protein mediated events","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"432530/14680",2
"R-MMU-1433557","R-MMU-1433557","Signaling by SCF-KIT","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"17228/17444",2
"R-MMU-425397","R-MMU-425397","Transport of vitamins, nucleosides, and related molecules","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"227394/11815",2
"R-MMU-8853659","R-MMU-8853659","RET signaling","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"14586/14585",2
"R-MMU-9730414","R-MMU-9730414","MITF-M-regulated melanocyte development","2/362","38/8691",0.0526315789473684,1.26359406804304,0.339478145859699,0.473913866878999,0.999995394288411,0.96529769834624,"23797/21386",2
"R-MMU-450531","R-MMU-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","4/362","85/8691",0.0470588235294118,1.12980175495613,0.250701595985945,0.475068016140975,0.999995394288411,0.96529769834624,"16912/16913/15511/193740",4
"R-MMU-3371453","R-MMU-3371453","Regulation of HSF1-mediated heat shock response","3/362","62/8691",0.0483870967741935,1.16169132062021,0.266360646836135,0.480773020035648,0.999995394288411,0.96529769834624,"15511/193740/73442",3
"R-MMU-8948216","R-MMU-8948216","Collagen chain trimerization","2/362","39/8691",0.0512820512820513,1.2311942201445,0.301660719874408,0.487607551445157,0.999995394288411,0.96529769834624,"665033/94216",2
"R-MMU-5693571","R-MMU-5693571","Nonhomologous End-Joining (NHEJ)","3/362","63/8691",0.0476190476190476,1.14325177584846,0.237893712284551,0.491456234598269,0.999995394288411,0.96529769834624,"320332/100041230/326619",3
"R-MMU-2187338","R-MMU-2187338","Visual phototransduction","4/362","87/8691",0.0459770114942529,1.1038293008192,0.202907031574616,0.493260044358155,0.999995394288411,0.96529769834624,"79235/11808/20897/237178",4
"R-MMU-190840","R-MMU-190840","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"22153",1
"R-MMU-193639","R-MMU-193639","p75NTR signals via NF-kB","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"18053",1
"R-MMU-209776","R-MMU-209776","Metabolism of amine-derived hormones","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"21990",1
"R-MMU-5621575","R-MMU-5621575","CD209 (DC-SIGN) signaling","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"170786",1
"R-MMU-5654704","R-MMU-5654704","SHC-mediated cascade:FGFR3","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-937072","R-MMU-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-977068","R-MMU-977068","Termination of O-glycan biosynthesis","1/362","16/8691",0.0625,1.50051795580111,0.417746340588704,0.494048537893481,0.999995394288411,0.96529769834624,"20443",1
"R-MMU-975634","R-MMU-975634","Retinoid metabolism and transport","2/362","40/8691",0.05,1.20041436464088,0.264846006234533,0.50107682312095,0.999995394288411,0.96529769834624,"79235/11808",2
"R-MMU-977444","R-MMU-977444","GABA B receptor activation","2/362","40/8691",0.05,1.20041436464088,0.264846006234533,0.50107682312095,0.999995394288411,0.96529769834624,"432530/14680",2
"R-MMU-991365","R-MMU-991365","Activation of GABAB receptors","2/362","40/8691",0.05,1.20041436464088,0.264846006234533,0.50107682312095,0.999995394288411,0.96529769834624,"432530/14680",2
"R-MMU-168181","R-MMU-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","4/362","88/8691",0.0454545454545455,1.09128578603717,0.179426785470431,0.502257383888106,0.999995394288411,0.96529769834624,"54123/434341/12475/71398",4
"R-MMU-5358351","R-MMU-5358351","Signaling by Hedgehog","6/362","136/8691",0.0441176470588235,1.05918914527137,0.145033810768878,0.502310814369836,0.999995394288411,0.96529769834624,"20423/432530/77583/16912/16913/22153",6
"R-MMU-1500931","R-MMU-1500931","Cell-Cell communication","4/362","89/8691",0.0449438202247191,1.07902414799181,0.15621504159787,0.511184652309315,0.999995394288411,0.96529769834624,"751864/12554/16664/237979",4
"R-MMU-73884","R-MMU-73884","Base Excision Repair","4/362","89/8691",0.0449438202247191,1.07902414799181,0.15621504159787,0.511184652309315,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-4551638","R-MMU-4551638","SUMOylation of chromatin organization proteins","3/362","65/8691",0.0461538461538462,1.10807479813005,0.182324120326189,0.512491900938639,0.999995394288411,0.96529769834624,"320332/100041230/326619",3
"R-MMU-1482922","R-MMU-1482922","Acyl chain remodelling of PI","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"271844",1
"R-MMU-180292","R-MMU-180292","GAB1 signalosome","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"71920",1
"R-MMU-189200","R-MMU-189200","Cellular hexose transport","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"64452",1
"R-MMU-190872","R-MMU-190872","Transport of connexons to the plasma membrane","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"22153",1
"R-MMU-210993","R-MMU-210993","Tie2 Signaling","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"50915",1
"R-MMU-211979","R-MMU-211979","Eicosanoids","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"631304",1
"R-MMU-2142845","R-MMU-2142845","Hyaluronan metabolism","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"15117",1
"R-MMU-2243919","R-MMU-2243919","Crosslinking of collagen fibrils","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"94216",1
"R-MMU-5654710","R-MMU-5654710","PI-3K cascade:FGFR3","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-881907","R-MMU-881907","Gastrin-CREB signalling pathway via PKC and MAPK","1/362","17/8691",0.0588235294117647,1.41225219369516,0.354687162158542,0.515161440404439,0.999995394288411,0.96529769834624,"17392",1
"R-MMU-6805567","R-MMU-6805567","Keratinization","7/362","162/8691",0.0432098765432099,1.03739512993657,0.100159290421162,0.515550821464845,0.999995394288411,0.96529769834624,"16672/16663/16664/16666/16682/268885/20862",7
"R-MMU-1482925","R-MMU-1482925","Acyl chain remodelling of PG","1/362","18/8691",0.0555555555555556,1.33379373848987,0.295527232944309,0.53539565282934,0.999995394288411,0.96529769834624,"271844",1
"R-MMU-389661","R-MMU-389661","Glyoxylate metabolism and glycine degradation","1/362","18/8691",0.0555555555555556,1.33379373848987,0.295527232944309,0.53539565282934,0.999995394288411,0.96529769834624,"434437",1
"R-MMU-5654706","R-MMU-5654706","FRS-mediated FGFR3 signaling","1/362","18/8691",0.0555555555555556,1.33379373848987,0.295527232944309,0.53539565282934,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-888590","R-MMU-888590","GABA synthesis, release, reuptake and degradation","1/362","18/8691",0.0555555555555556,1.33379373848987,0.295527232944309,0.53539565282934,0.999995394288411,0.96529769834624,"14412",1
"R-MMU-8964315","R-MMU-8964315","G beta:gamma signalling through BTK","1/362","18/8691",0.0555555555555556,1.33379373848987,0.295527232944309,0.53539565282934,0.999995394288411,0.96529769834624,"12229",1
"R-MMU-6811440","R-MMU-6811440","Retrograde transport at the Trans-Golgi-Network","2/362","43/8691",0.0465116279069767,1.11666452524733,0.15987587995238,0.540091164995881,0.999995394288411,0.96529769834624,"270192/73296",2
"R-MMU-70268","R-MMU-70268","Pyruvate metabolism","2/362","43/8691",0.0465116279069767,1.11666452524733,0.15987587995238,0.540091164995881,0.999995394288411,0.96529769834624,"27273/109264",2
"R-MMU-6806667","R-MMU-6806667","Metabolism of fat-soluble vitamins","2/362","44/8691",0.0454545454545455,1.09128578603717,0.126550688040842,0.552619613478539,0.999995394288411,0.96529769834624,"79235/11808",2
"R-MMU-9009391","R-MMU-9009391","Extra-nuclear estrogen signaling","3/362","69/8691",0.0434782608695652,1.04383857794859,0.0762157515457913,0.553130939309715,0.999995394288411,0.96529769834624,"23797/71920/17392",3
"R-MMU-983712","R-MMU-983712","Ion channel transport","7/362","168/8691",0.0416666666666667,1.0003453038674,0.000942166333636012,0.55452240858876,0.999995394288411,0.96529769834624,"12372/23844/12723/11944/246788/192113/24115",7
"R-MMU-376176","R-MMU-376176","Signaling by ROBO receptors","1/362","19/8691",0.0526315789473684,1.26359406804304,0.239784187862299,0.554787647949342,0.999995394288411,0.96529769834624,"19876",1
"R-MMU-419037","R-MMU-419037","NCAM1 interactions","1/362","19/8691",0.0526315789473684,1.26359406804304,0.239784187862299,0.554787647949342,0.999995394288411,0.96529769834624,"665033",1
"R-MMU-5357769","R-MMU-5357769","Caspase activation via extrinsic apoptotic signalling pathway","1/362","19/8691",0.0526315789473684,1.26359406804304,0.239784187862299,0.554787647949342,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-5654719","R-MMU-5654719","SHC-mediated cascade:FGFR4","1/362","19/8691",0.0526315789473684,1.26359406804304,0.239784187862299,0.554787647949342,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-1630316","R-MMU-1630316","Glycosaminoglycan metabolism","5/362","119/8691",0.0420168067226891,1.00875156692511,0.0200394574966905,0.556612392175894,0.999995394288411,0.96529769834624,"227327/15476/244757/20443/15117",5
"R-MMU-446652","R-MMU-446652","Interleukin-1 family signaling","5/362","119/8691",0.0420168067226891,1.00875156692511,0.0200394574966905,0.556612392175894,0.999995394288411,0.96529769834624,"16182/16068/434341/16912/16913",5
"R-MMU-446728","R-MMU-446728","Cell junction organization","3/362","70/8691",0.0428571428571429,1.02892659826361,0.050656514479624,0.562973146494532,0.999995394288411,0.96529769834624,"12554/16664/237979",3
"R-MMU-70326","R-MMU-70326","Glucose metabolism","3/362","70/8691",0.0428571428571429,1.02892659826361,0.050656514479624,0.562973146494532,0.999995394288411,0.96529769834624,"230163/14447/56857",3
"R-MMU-389513","R-MMU-389513","CTLA4 inhibitory signaling","1/362","20/8691",0.05,1.20041436464088,0.187058304429159,0.573372388659944,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-4641263","R-MMU-4641263","Regulation of FZD by ubiquitination","1/362","20/8691",0.05,1.20041436464088,0.187058304429159,0.573372388659944,0.999995394288411,0.96529769834624,"407821",1
"R-MMU-5654720","R-MMU-5654720","PI-3K cascade:FGFR4","1/362","20/8691",0.05,1.20041436464088,0.187058304429159,0.573372388659944,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-5686938","R-MMU-5686938","Regulation of TLR by endogenous ligand","1/362","20/8691",0.05,1.20041436464088,0.187058304429159,0.573372388659944,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-1227986","R-MMU-1227986","Signaling by ERBB2","2/362","46/8691",0.0434782608695652,1.04383857794859,0.0621470641725643,0.576947814342336,0.999995394288411,0.96529769834624,"23797/20459",2
"R-MMU-156580","R-MMU-156580","Phase II - Conjugation of compounds","4/362","98/8691",0.0408163265306122,0.979930093584395,-0.04165371313966,0.587932273161265,0.999995394288411,0.96529769834624,"56362/319655/100042295/11720",4
"R-MMU-73893","R-MMU-73893","DNA Damage Bypass","2/362","47/8691",0.0425531914893617,1.02162924650288,0.0309956453095355,0.588744927912712,0.999995394288411,0.96529769834624,"100038882/74153",2
"R-MMU-2024096","R-MMU-2024096","HS-GAG degradation","1/362","21/8691",0.0476190476190476,1.14325177584846,0.137014918137607,0.591183390309707,0.999995394288411,0.96529769834624,"244757",1
"R-MMU-211935","R-MMU-211935","Fatty acids","1/362","21/8691",0.0476190476190476,1.14325177584846,0.137014918137607,0.591183390309707,0.999995394288411,0.96529769834624,"631304",1
"R-MMU-5654712","R-MMU-5654712","FRS-mediated FGFR4 signaling","1/362","21/8691",0.0476190476190476,1.14325177584846,0.137014918137607,0.591183390309707,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-8864260","R-MMU-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","1/362","21/8691",0.0476190476190476,1.14325177584846,0.137014918137607,0.591183390309707,0.999995394288411,0.96529769834624,"12705",1
"R-MMU-9614085","R-MMU-9614085","FOXO-mediated transcription","1/362","21/8691",0.0476190476190476,1.14325177584846,0.137014918137607,0.591183390309707,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-211897","R-MMU-211897","Cytochrome P450 - arranged by substrate type","3/362","73/8691",0.0410958904109589,0.986641943540453,-0.0238929185368148,0.591696498054343,0.999995394288411,0.96529769834624,"13123/631304/13078",3
"R-MMU-5687128","R-MMU-5687128","MAPK6/MAPK4 signaling","3/362","73/8691",0.0410958904109589,0.986641943540453,-0.0238929185368148,0.591696498054343,0.999995394288411,0.96529769834624,"16912/16913/225724",3
"R-MMU-5693565","R-MMU-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","3/362","73/8691",0.0410958904109589,0.986641943540453,-0.0238929185368148,0.591696498054343,0.999995394288411,0.96529769834624,"320332/100041230/326619",3
"R-MMU-8957322","R-MMU-8957322","Metabolism of steroids","5/362","124/8691",0.0403225806451613,0.968076100516842,-0.0746414618189979,0.593551052649525,0.999995394288411,0.96529769834624,"13123/11657/16204/76408/22337",5
"R-MMU-112310","R-MMU-112310","Neurotransmitter release cycle","2/362","48/8691",0.0416666666666667,1.0003453038674,0.000500100797503334,0.600296500691012,0.999995394288411,0.96529769834624,"242607/14412",2
"R-MMU-421270","R-MMU-421270","Cell-cell junction organization","2/362","48/8691",0.0416666666666667,1.0003453038674,0.000500100797503334,0.600296500691012,0.999995394288411,0.96529769834624,"12554/237979",2
"R-MMU-6811436","R-MMU-6811436","COPI-independent Golgi-to-ER retrograde traffic","2/362","48/8691",0.0416666666666667,1.0003453038674,0.000500100797503334,0.600296500691012,0.999995394288411,0.96529769834624,"270192/22153",2
"R-MMU-5693606","R-MMU-5693606","DNA Double Strand Break Response","3/362","74/8691",0.0405405405405405,0.97330894430342,-0.0480696884496041,0.600996582691212,0.999995394288411,0.96529769834624,"320332/100041230/326619",3
"R-MMU-1482801","R-MMU-1482801","Acyl chain remodelling of PS","1/362","22/8691",0.0454545454545455,1.09128578603717,0.0893712311926616,0.608252780472093,0.999995394288411,0.96529769834624,"271844",1
"R-MMU-193368","R-MMU-193368","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","1/362","22/8691",0.0454545454545455,1.09128578603717,0.0893712311926616,0.608252780472093,0.999995394288411,0.96529769834624,"13123",1
"R-MMU-400042","R-MMU-400042","Adrenaline,noradrenaline inhibits insulin secretion","1/362","22/8691",0.0454545454545455,1.09128578603717,0.0893712311926616,0.608252780472093,0.999995394288411,0.96529769834624,"11551",1
"R-MMU-75876","R-MMU-75876","Synthesis of very long-chain fatty acyl-CoAs","1/362","22/8691",0.0454545454545455,1.09128578603717,0.0893712311926616,0.608252780472093,0.999995394288411,0.96529769834624,"66775",1
"R-MMU-937041","R-MMU-937041","IKK complex recruitment mediated by RIP1","1/362","22/8691",0.0454545454545455,1.09128578603717,0.0893712311926616,0.608252780472093,0.999995394288411,0.96529769834624,"12475",1
"R-MMU-8852276","R-MMU-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","3/362","75/8691",0.04,0.960331491712707,-0.0719269091855503,0.610156781717866,0.999995394288411,0.96529769834624,"16912/16913/22153",3
"R-MMU-1236978","R-MMU-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","2/362","49/8691",0.0408163265306122,0.979930093584395,-0.0293700035411867,0.611602465945116,0.999995394288411,0.96529769834624,"16912/16913",2
"R-MMU-5654736","R-MMU-5654736","Signaling by FGFR1","2/362","49/8691",0.0408163265306122,0.979930093584395,-0.0293700035411867,0.611602465945116,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-157579","R-MMU-157579","Telomere Maintenance","4/362","101/8691",0.0396039603960396,0.950823259121492,-0.103631453748102,0.611906824125726,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-397014","R-MMU-397014","Muscle contraction","6/362","153/8691",0.0392156862745098,0.941501462463438,-0.152187993603546,0.618384413829333,0.999995394288411,0.96529769834624,"12372/17996/21916/20928/104158/50876",6
"R-MMU-9755511","R-MMU-9755511","KEAP1-NFE2L2 pathway","3/362","76/8691",0.0394736842105263,0.947695551032277,-0.0954740902596174,0.619175813293767,0.999995394288411,0.96529769834624,"23797/16912/16913",3
"R-MMU-71387","R-MMU-71387","Metabolism of carbohydrates","10/362","255/8691",0.0392156862745098,0.941501462463438,-0.197658072519425,0.623807879559507,0.999995394288411,0.96529769834624,"227327/80908/230163/15476/14447/244757/20443/56857/14422/15117",10
"R-MMU-111933","R-MMU-111933","Calmodulin induced events","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"432530",1
"R-MMU-111997","R-MMU-111997","CaM pathway","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"432530",1
"R-MMU-5365859","R-MMU-5365859","RA biosynthesis pathway","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"11522",1
"R-MMU-5654708","R-MMU-5654708","Downstream signaling of activated FGFR3","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-8956321","R-MMU-8956321","Nucleotide salvage","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"22271",1
"R-MMU-975576","R-MMU-975576","N-glycan antennae elongation in the medial/trans-Golgi","1/362","23/8691",0.0434782608695652,1.04383857794859,0.0438862696323491,0.624611356255817,0.999995394288411,0.96529769834624,"20443",1
"R-MMU-350562","R-MMU-350562","Regulation of ornithine decarboxylase (ODC)","2/362","51/8691",0.0392156862745098,0.941501462463438,-0.0873455870591739,0.633479423405547,0.999995394288411,0.96529769834624,"16912/16913",2
"R-MMU-75815","R-MMU-75815","Ubiquitin-dependent degradation of Cyclin D","2/362","51/8691",0.0392156862745098,0.941501462463438,-0.0873455870591739,0.633479423405547,0.999995394288411,0.96529769834624,"16912/16913",2
