"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04720","Organismal Systems","Nervous system","mmu04720","Long-term potentiation - Mus musculus (house mouse)","2/408","67/9574",0.0298507462686567,0.700468247000293,-0.51906614892735,0.785812322496781,0.999672447698676,0.861289527757691,"432530/12326",2
"mmu04071","Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","4/408","126/9574",0.0317460317460317,0.74494242141301,-0.608019834962744,0.791114284267059,0.999672447698676,0.861289527757691,"14125/23797/18386/14126",4
"mmu00051","Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism - Mus musculus (house mouse)","1/408","36/9574",0.0277777777777778,0.651824618736383,-0.441555029282205,0.792108766723189,0.999672447698676,0.861289527757691,"230163",1
"mmu05031","Human Diseases","Substance dependence","mmu05031","Amphetamine addiction - Mus musculus (house mouse)","2/408","69/9574",0.0289855072463768,0.680164819551009,-0.562521209409951,0.799375568620592,0.999672447698676,0.861289527757691,"14282/12326",2
"mmu05230","Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer - Mus musculus (house mouse)","2/408","69/9574",0.0289855072463768,0.680164819551009,-0.562521209409951,0.799375568620592,0.999672447698676,0.861289527757691,"23797/14255",2
"mmu05410","Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy - Mus musculus (house mouse)","3/408","100/9574",0.03,0.703970588235294,-0.627815966690623,0.805540391730496,0.999672447698676,0.861289527757691,"20649/16421/13527",3
"mmu04933","Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)","3/408","101/9574",0.0297029702970297,0.697000582411182,-0.645836961908121,0.810916327379041,0.999672447698676,0.861289527757691,"20339/23797/94216",3
"mmu04927","Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion - Mus musculus (house mouse)","2/408","72/9574",0.0277777777777778,0.651824618736383,-0.625634917910805,0.818295234353447,0.999672447698676,0.861289527757691,"432530/58226",2
"mmu04925","Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion - Mus musculus (house mouse)","3/408","104/9574",0.0288461538461538,0.676894796380091,-0.698955967448913,0.826296532391353,0.999672447698676,0.861289527757691,"432530/58226/12326",3
"mmu00230","Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism - Mus musculus (house mouse)","4/408","134/9574",0.0298507462686567,0.700468247000293,-0.736670798399154,0.828992204123593,0.999672447698676,0.861289527757691,"22262/432530/67464/23984",4
"mmu04918","Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis - Mus musculus (house mouse)","2/408","74/9574",0.027027027027027,0.634207737148914,-0.666427265327291,0.830006267713743,0.999672447698676,0.861289527757691,"11657/432530",2
"mmu04081",NA,NA,"mmu04081","Hormone signaling - Mus musculus (house mouse)","7/408","219/9574",0.0319634703196347,0.750044766765153,-0.78945354621278,0.830830885083769,0.999672447698676,0.861289527757691,"14526/55994/18619/18386/432530/11551/226278",7
"mmu04210","Cellular Processes","Cell growth and death","mmu04210","Apoptosis - Mus musculus (house mouse)","4/408","135/9574",0.0296296296296296,0.695279593318809,-0.752262850016369,0.833301620950618,0.999672447698676,0.861289527757691,"23797/22029/13040/12047",4
"mmu04115","Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway - Mus musculus (house mouse)","2/408","75/9574",0.0266666666666667,0.625751633986928,-0.686460868223178,0.83560344210448,0.999672447698676,0.861289527757691,"67874/12578",2
"mmu04971","Organismal Systems","Digestive system","mmu04971","Gastric acid secretion - Mus musculus (house mouse)","2/408","75/9574",0.0266666666666667,0.625751633986928,-0.686460868223178,0.83560344210448,0.999672447698676,0.861289527757691,"11944/432530",2
"mmu05212","Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer - Mus musculus (house mouse)","2/408","76/9574",0.0263157894736842,0.617518059855521,-0.706261986655865,0.841033790398785,0.999672447698676,0.861289527757691,"23797/12578",2
"mmu05220","Human Diseases","Cancer: specific types","mmu05220","Chronic myeloid leukemia - Mus musculus (house mouse)","2/408","76/9574",0.0263157894736842,0.617518059855521,-0.706261986655865,0.841033790398785,0.999672447698676,0.861289527757691,"23797/12578",2
"mmu04140","Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal - Mus musculus (house mouse)","5/408","167/9574",0.029940119760479,0.702565457320653,-0.818065828687271,0.845583897756971,0.999672447698676,0.861289527757691,"23797/18761/12176/76815/67790",5
"mmu04721","Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle - Mus musculus (house mouse)","2/408","77/9574",0.025974025974026,0.609498344792462,-0.725837174341699,0.846301323533591,0.999672447698676,0.861289527757691,"242607/14412",2
"mmu00514","Metabolism","Glycan biosynthesis and metabolism","mmu00514","Other types of O-glycan biosynthesis - Mus musculus (house mouse)","1/408","43/9574",0.0232558139534884,0.545713634290926,-0.629881539513733,0.846930860221587,0.999672447698676,0.861289527757691,"71685",1
"mmu04024","Environmental Information Processing","Signal transduction","mmu04024","cAMP signaling pathway - Mus musculus (house mouse)","7/408","224/9574",0.03125,0.733302696078431,-0.852120500238264,0.847398221829812,0.999672447698676,0.861289527757691,"23797/14526/19218/109648/432530/23984/12326",7
"mmu05132","Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection - Mus musculus (house mouse)","8/408","252/9574",0.0317460317460317,0.74494242141301,-0.865661570056718,0.848363994051226,0.999672447698676,0.861289527757691,"23797/74734/81897/76884/280408/100041194/22153/12475",8
"mmu05017","Human Diseases","Neurodegenerative disease","mmu05017","Spinocerebellar ataxia - Mus musculus (house mouse)","4/408","141/9574",0.0283687943262411,0.665693227645668,-0.843711557392274,0.857295910954918,0.999672447698676,0.861289527757691,"23797/73333/13131/14169",4
"mmu01521","Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)","2/408","80/9574",0.025,0.586642156862745,-0.78326865424149,0.861166547700686,0.999672447698676,0.861289527757691,"23797/54635",2
"mmu04022","Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway - Mus musculus (house mouse)","5/408","172/9574",0.0290697674418605,0.682142042863657,-0.88746528232237,0.863036745108847,0.999672447698676,0.861289527757691,"23797/73333/18386/432530/11551",5
"mmu04725","Organismal Systems","Nervous system","mmu04725","Cholinergic synapse - Mus musculus (house mouse)","3/408","113/9574",0.0265486725663717,0.622982821447163,-0.850542509198411,0.866167649464,0.999672447698676,0.861289527757691,"23797/432530/12326",3
"mmu00860","Metabolism","Metabolism of cofactors and vitamins","mmu00860","Porphyrin metabolism - Mus musculus (house mouse)","1/408","47/9574",0.0212765957446809,0.499269920734251,-0.726003495173057,0.871509140926258,0.999672447698676,0.861289527757691,"11656",1
"mmu00565","Metabolism","Lipid metabolism","mmu00565","Ether lipid metabolism - Mus musculus (house mouse)","1/408","48/9574",0.0208333333333333,0.488868464052288,-0.748966152987711,0.877011845922803,0.999672447698676,0.861289527757691,"271844",1
"mmu05030","Human Diseases","Substance dependence","mmu05030","Cocaine addiction - Mus musculus (house mouse)","1/408","48/9574",0.0208333333333333,0.488868464052288,-0.748966152987711,0.877011845922803,0.999672447698676,0.861289527757691,"14282",1
"mmu04724","Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse - Mus musculus (house mouse)","3/408","116/9574",0.0258620689655172,0.606871196754564,-0.898728240498509,0.877547806614419,0.999672447698676,0.861289527757691,"271844/242607/432530",3
"mmu04928","Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)","3/408","116/9574",0.0258620689655172,0.606871196754564,-0.898728240498509,0.877547806614419,0.999672447698676,0.861289527757691,"432530/21943/22337",3
"mmu04066","Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)","3/408","117/9574",0.0256410256410256,0.601684263448969,-0.914550908797114,0.881146230320592,0.999672447698676,0.861289527757691,"23797/230163/18126",3
"mmu05418","Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis - Mus musculus (house mouse)","4/408","148/9574",0.027027027027027,0.634207737148914,-0.946162736073425,0.881518588414967,0.999672447698676,0.861289527757691,"20339/23797/18791/100042295",4
"mmu04973","Organismal Systems","Digestive system","mmu04973","Carbohydrate digestion and absorption - Mus musculus (house mouse)","1/408","49/9574",0.0204081632653061,0.478891556622649,-0.771538926372491,0.882279446895247,0.999672447698676,0.861289527757691,"23797",1
"mmu04146","Cellular Processes","Transport and catabolism","mmu04146","Peroxisome - Mus musculus (house mouse)","2/408","87/9574",0.0229885057471264,0.539441063781835,-0.910425836614643,0.890872522899132,0.999672447698676,0.861289527757691,"58869/18126",2
"mmu04919","Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)","3/408","120/9574",0.025,0.586642156862745,-0.961331539683176,0.891384057835435,0.999672447698676,0.861289527757691,"23797/22417/53901",3
"mmu04722","Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)","3/408","121/9574",0.0247933884297521,0.581793874574623,-0.97670279461592,0.8946172905984,0.999672447698676,0.861289527757691,"23797/18053/12326",3
"mmu04723","Organismal Systems","Nervous system","mmu04723","Retrograde endocannabinoid signaling - Mus musculus (house mouse)","4/408","153/9574",0.0261437908496732,0.613481994104832,-1.01678967691982,0.896562740194012,0.999672447698676,0.861289527757691,"14397/14400/432530/216643",4
"mmu00071","Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation - Mus musculus (house mouse)","1/408","52/9574",0.0192307692307692,0.451263197586727,-0.837077861271673,0.896769725343665,0.999672447698676,0.861289527757691,"11522",1
"mmu03272",NA,NA,"mmu03272","Virion - Hepatitis viruses - Mus musculus (house mouse)","1/408","52/9574",0.0192307692307692,0.451263197586727,-0.837077861271673,0.896769725343665,0.999672447698676,0.861289527757691,"54419",1
"mmu04912","Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway - Mus musculus (house mouse)","2/408","90/9574",0.0222222222222222,0.521459694989107,-0.962294910114521,0.901704250853123,0.999672447698676,0.861289527757691,"271844/432530",2
"mmu04742","Organismal Systems","Sensory system","mmu04742","Taste transduction - Mus musculus (house mouse)","2/408","92/9574",0.0217391304347826,0.510123614663257,-0.996080934069585,0.908359878915708,0.999672447698676,0.861289527757691,"14397/329064",2
"mmu00270","Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism - Mus musculus (house mouse)","1/408","55/9574",0.0181818181818182,0.426648841354724,-0.899643735893111,0.909480218338033,0.999672447698676,0.861289527757691,"11720",1
"mmu04150","Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway - Mus musculus (house mouse)","4/408","158/9574",0.0253164556962025,0.594068006949615,-1.08545740107772,0.909904573890772,0.999672447698676,0.861289527757691,"22420/23797/22417/93897",4
"mmu04390","Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","4/408","158/9574",0.0253164556962025,0.594068006949615,-1.08545740107772,0.909904573890772,0.999672447698676,0.861289527757691,"22420/22417/93897/93960",4
"mmu04914","Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","2/408","93/9574",0.021505376344086,0.504638414505587,-1.01274687144082,0.911527547099691,0.999672447698676,0.861289527757691,"23797/432530",2
"mmu00280","Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation - Mus musculus (house mouse)","1/408","57/9574",0.0175438596491228,0.411678706570347,-0.939866445661354,0.917073966256899,0.999672447698676,0.861289527757691,"71872",1
"mmu05213","Human Diseases","Cancer: specific types","mmu05213","Endometrial cancer - Mus musculus (house mouse)","1/408","58/9574",0.0172413793103448,0.404580797836376,-0.959563679502312,0.920629059434075,0.999672447698676,0.861289527757691,"23797",1
"mmu04730","Organismal Systems","Nervous system","mmu04730","Long-term depression - Mus musculus (house mouse)","1/408","60/9574",0.0166666666666667,0.39109477124183,-0.998177875658921,0.927289578981351,0.999672447698676,0.861289527757691,"271844",1
"mmu04713","Organismal Systems","Environmental adaptation","mmu04713","Circadian entrainment - Mus musculus (house mouse)","2/408","99/9574",0.0202020202020202,0.474054268171915,-1.10977032470719,0.928478771158145,0.999672447698676,0.861289527757691,"432530/58226",2
"mmu04961","Organismal Systems","Excretory system","mmu04961","Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse)","1/408","61/9574",0.0163934426229508,0.384683381549341,-1.01711251556404,0.930407705087679,0.999672447698676,0.861289527757691,"22337",1
"mmu01212","Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism - Mus musculus (house mouse)","1/408","62/9574",0.0161290322580645,0.37847881087919,-1.03580987678826,0.933392426660708,0.999672447698676,0.861289527757691,"66775",1
"mmu00564","Metabolism","Lipid metabolism","mmu00564","Glycerophospholipid metabolism - Mus musculus (house mouse)","2/408","101/9574",0.0198019801980198,0.464667054940788,-1.14105104754871,0.933413402329563,0.999672447698676,0.861289527757691,"271844/68262",2
"mmu04137","Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal - Mus musculus (house mouse)","2/408","101/9574",0.0198019801980198,0.464667054940788,-1.14105104754871,0.933413402329563,0.999672447698676,0.861289527757691,"12176/76815",2
"mmu04142","Cellular Processes","Transport and catabolism","mmu04142","Lysosome - Mus musculus (house mouse)","3/408","136/9574",0.0220588235294118,0.517625432525952,-1.195303123538,0.933746429624104,0.999672447698676,0.861289527757691,"13040/16541/67464",3
"mmu03015","Genetic Information Processing","Translation","mmu03015","mRNA surveillance pathway - Mus musculus (house mouse)","2/408","104/9574",0.0192307692307692,0.451263197586727,-1.18705257083009,0.940215747568776,0.999672447698676,0.861289527757691,"17690/170722",2
"mmu04922","Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway - Mus musculus (house mouse)","2/408","104/9574",0.0192307692307692,0.451263197586727,-1.18705257083009,0.940215747568776,0.999672447698676,0.861289527757691,"23797/14526",2
"mmu04270","Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction - Mus musculus (house mouse)","3/408","144/9574",0.0208333333333333,0.488868464052288,-1.30383387786288,0.94866357238531,0.999672447698676,0.861289527757691,"18761/271844/432530",3
"mmu04931","Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance - Mus musculus (house mouse)","2/408","110/9574",0.0181818181818182,0.426648841354724,-1.27597996647179,0.95189284996063,0.999672447698676,0.861289527757691,"23797/18761",2
"mmu05211","Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)","1/408","70/9574",0.0142857142857143,0.335224089635854,-1.17770159753588,0.953102515582692,0.999672447698676,0.861289527757691,"23797",1
"mmu05415","Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy - Mus musculus (house mouse)","5/408","217/9574",0.0230414746543779,0.540684015541701,-1.44390059749118,0.957784209947286,0.999672447698676,0.861289527757691,"23797/73333/27273/17228/17227",5
"mmu00480","Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism - Mus musculus (house mouse)","1/408","73/9574",0.0136986301369863,0.321447757185066,-1.22779043540821,0.95888735012214,0.999672447698676,0.861289527757691,"100042295",1
"mmu04935","Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action - Mus musculus (house mouse)","2/408","117/9574",0.0170940170940171,0.401122842299313,-1.37504898394298,0.962770410496828,0.999672447698676,0.861289527757691,"23797/432530",2
"mmu04921","Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway - Mus musculus (house mouse)","3/408","154/9574",0.0194805194805195,0.457123758594347,-1.43284736398254,0.962923441318305,0.999672447698676,0.861289527757691,"271844/432530/12326",3
"mmu04670","Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration - Mus musculus (house mouse)","2/408","119/9574",0.0168067226890756,0.394381281924534,-1.40251071614202,0.965417389934083,0.999672447698676,0.861289527757691,"74734/54419",2
"mmu04814","Cellular Processes","Cell motility","mmu04814","Motor proteins - Mus musculus (house mouse)","4/408","198/9574",0.0202020202020202,0.474054268171915,-1.57771631082316,0.972215961325776,0.999672447698676,0.861289527757691,"16560/69926/110082/22153",4
"mmu04148","Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis - Mus musculus (house mouse)","3/408","163/9574",0.0184049079754601,0.431883796463371,-1.54339566548945,0.972493182350091,0.999672447698676,0.861289527757691,"751864/243958/56696",3
"mmu05161","Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B - Mus musculus (house mouse)","3/408","164/9574",0.0182926829268293,0.429250358680057,-1.55538155380514,0.973398945954047,0.999672447698676,0.861289527757691,"20849/23797/54123",3
"mmu04012","Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway - Mus musculus (house mouse)","1/408","84/9574",0.0119047619047619,0.279353408029879,-1.39956495260635,0.97463825205539,0.999672447698676,0.861289527757691,"23797",1
"mmu03083","Genetic Information Processing","Chromosome","mmu03083","Polycomb repressive complex - Mus musculus (house mouse)","1/408","87/9574",0.0114942528735632,0.269720531890917,-1.4436052444779,0.977771054108133,0.999672447698676,0.861289527757691,"107815",1
"mmu04970","Organismal Systems","Digestive system","mmu04970","Salivary secretion - Mus musculus (house mouse)","1/408","87/9574",0.0114942528735632,0.269720531890917,-1.4436052444779,0.977771054108133,0.999672447698676,0.861289527757691,"432530",1
"mmu05012","Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease - Mus musculus (house mouse)","6/408","274/9574",0.0218978102189781,0.513847144697295,-1.72254601618654,0.978661995189975,0.999672447698676,0.861289527757691,"73333/20617/74153/72002/22153/14680",6
"mmu05210","Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer - Mus musculus (house mouse)","1/408","88/9574",0.0113636363636364,0.266655525846702,-1.45804854664241,0.978727037024111,0.999672447698676,0.861289527757691,"23797",1
"mmu04068","Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","2/408","133/9574",0.0150375939849624,0.352867462774583,-1.58552919219232,0.979483092960451,0.999672447698676,0.861289527757691,"23797/12176",2
"mmu04141","Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum - Mus musculus (house mouse)","3/408","175/9574",0.0171428571428571,0.402268907563025,-1.68363610857652,0.981665262677209,0.999672447698676,0.861289527757691,"70377/15511/193740",3
"mmu03082","Genetic Information Processing","Chromosome","mmu03082","ATP-dependent chromatin remodeling - Mus musculus (house mouse)","2/408","136/9574",0.0147058823529412,0.345083621683968,-1.6228541997075,0.981677295500585,0.999672447698676,0.861289527757691,"404634/665433",2
"mmu04728","Organismal Systems","Nervous system","mmu04728","Dopaminergic synapse - Mus musculus (house mouse)","2/408","136/9574",0.0147058823529412,0.345083621683968,-1.6228541997075,0.981677295500585,0.999672447698676,0.861289527757691,"23797/14680",2
"mmu00190","Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation - Mus musculus (house mouse)","2/408","141/9574",0.0141843971631206,0.332846613822834,-1.68373801854802,0.984838760292995,0.999672447698676,0.861289527757691,"11944/192113",2
"mmu04360","Organismal Systems","Development and regeneration","mmu04360","Axon guidance - Mus musculus (house mouse)","3/408","181/9574",0.0165745856353591,0.388934026649334,-1.75101316731935,0.985075648576915,0.999672447698676,0.861289527757691,"22417/20423/19876",3
"mmu05010","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease - Mus musculus (house mouse)","9/408","389/9574",0.0231362467866324,0.542907908664751,-1.94179380867983,0.987043864721819,0.999672447698676,0.861289527757691,"22420/23797/73333/22417/93897/20617/72002/18126/22153",9
"mmu05208","Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)","4/408","229/9574",0.0174672489082969,0.40988098296087,-1.90691740718525,0.989603599693104,0.999672447698676,0.861289527757691,"23797/73333/100042295/13078",4
"mmu04261","Organismal Systems","Circulatory system","mmu04261","Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)","2/408","156/9574",0.0128205128205128,0.300842131724485,-1.85747248924414,0.991462825124008,0.999672447698676,0.861289527757691,"23797/432530",2
"mmu04350","Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway - Mus musculus (house mouse)","1/408","110/9574",0.00909090909090909,0.213324420677362,-1.75072861403129,0.991921937484351,0.999672447698676,0.861289527757691,"55994",1
"mmu05020","Human Diseases","Neurodegenerative disease","mmu05020","Prion disease - Mus musculus (house mouse)","5/408","273/9574",0.0183150183150183,0.429774473892121,-2.01663518607912,0.991941526830212,0.999672447698676,0.861289527757691,"73333/20304/15511/193740/22153",5
"mmu05022","Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)","11/408","481/9574",0.0228690228690229,0.536637316049081,-2.19990629759621,0.993784169802022,0.999672447698676,0.861289527757691,"22420/73333/22417/93897/20617/74153/18126/69926/110082/22153/67790",11
"mmu03013","Genetic Information Processing","Translation","mmu03013","Nucleocytoplasmic transport - Mus musculus (house mouse)","1/408","118/9574",0.00847457627118644,0.198861748089066,-1.84739143123681,0.994322688180845,0.999672447698676,0.861289527757691,"170722",1
"mmu04114","Cellular Processes","Cell growth and death","mmu04114","Oocyte meiosis - Mus musculus (house mouse)","1/408","123/9574",0.00813008130081301,0.190777937191137,-1.90566068215752,0.995446475549158,0.999672447698676,0.861289527757691,"432530",1
"mmu03008","Genetic Information Processing","Translation","mmu03008","Ribosome biogenesis in eukaryotes - Mus musculus (house mouse)","1/408","125/9574",0.008,0.187725490196078,-1.9285419550576,0.995831160887336,0.999672447698676,0.861289527757691,"170722",1
"mmu04152","Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway - Mus musculus (house mouse)","1/408","127/9574",0.0078740157480315,0.184769183263857,-1.95119051221007,0.996183420608296,0.999672447698676,0.861289527757691,"23797",1
"mmu04910","Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway - Mus musculus (house mouse)","1/408","140/9574",0.00714285714285714,0.167612044817927,-2.09317748032869,0.997850900991738,0.999672447698676,0.861289527757691,"23797",1
"mmu04120","Genetic Information Processing","Folding, sorting and degradation","mmu04120","Ubiquitin mediated proteolysis - Mus musculus (house mouse)","1/408","154/9574",0.00649350649350649,0.152374586198116,-2.2371909970971,0.998843197341942,0.999672447698676,0.861289527757691,"74153",1
"mmu04110","Cellular Processes","Cell growth and death","mmu04110","Cell cycle - Mus musculus (house mouse)","1/408","157/9574",0.00636942675159236,0.149462969901336,-2.26699703397495,0.998987106332965,0.999672447698676,0.861289527757691,"12578",1
"mmu05014","Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis - Mus musculus (house mouse)","6/408","375/9574",0.016,0.375450980392157,-2.60301121907338,0.998996846374622,0.999672447698676,0.861289527757691,"18126/69926/110082/22153/67790/170722",6
"mmu05206","Human Diseases","Cancer: overview","mmu05206","MicroRNAs in cancer - Mus musculus (house mouse)","4/408","303/9574",0.0132013201320132,0.309778036627192,-2.57579314462647,0.999168742173576,0.999672447698676,0.861289527757691,"329278/12578/18671/13078",4
"mmu04932","Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease - Mus musculus (house mouse)","1/408","162/9574",0.00617283950617284,0.144849915274752,-2.31591745312282,0.999188360741433,0.999672447698676,0.861289527757691,"23797",1
"mmu03040","Genetic Information Processing","Transcription","mmu03040","Spliceosome - Mus musculus (house mouse)","3/408","265/9574",0.0113207547169811,0.265649278579356,-2.55763833211984,0.999287782962908,0.999672447698676,0.861289527757691,"69878/15511/193740",3
"mmu05016","Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease - Mus musculus (house mouse)","4/408","308/9574",0.012987012987013,0.304749172396231,-2.61658537336307,0.999304284440415,0.999672447698676,0.861289527757691,"73333/69926/110082/22153",4
"mmu04530","Cellular Processes","Cellular community - eukaryotes","mmu04530","Tight junction - Mus musculus (house mouse)","1/408","170/9574",0.00588235294117647,0.138033448673587,-2.39233915489,0.999430710712181,0.999672447698676,0.861289527757691,"54419",1
"mmu04714","Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis - Mus musculus (house mouse)","2/408","238/9574",0.00840336134453781,0.197190640962267,-2.64596849206089,0.999672447698676,0.999672447698676,0.861289527757691,"14526/432530",2
