"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061525","GO:0061525","hindgut development","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"20423",1
"GO:0070086","GO:0070086","ubiquitin-dependent endocytosis","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"17986",1
"GO:0070391","GO:0070391","response to lipoteichoic acid","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12475",1
"GO:0070432","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"15511",1
"GO:0070562","GO:0070562","regulation of vitamin D receptor signaling pathway","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"22337",1
"GO:0070862","GO:0070862","negative regulation of protein exit from endoplasmic reticulum","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"70377",1
"GO:0071223","GO:0071223","cellular response to lipoteichoic acid","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12475",1
"GO:0071281","GO:0071281","cellular response to iron ion","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12010",1
"GO:0071316","GO:0071316","cellular response to nicotine","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12010",1
"GO:0071649","GO:0071649","regulation of chemokine (C-C motif) ligand 5 production","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"246727",1
"GO:0072205","GO:0072205","metanephric collecting duct development","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"20423",1
"GO:0090091","GO:0090091","positive regulation of extracellular matrix disassembly","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"30060",1
"GO:0090649","GO:0090649","response to oxygen-glucose deprivation","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12176",1
"GO:0097151","GO:0097151","positive regulation of inhibitory postsynaptic potential","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"116838",1
"GO:0097503","GO:0097503","sialylation","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"20443",1
"GO:1902031","GO:1902031","regulation of NADP metabolic process","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"230163",1
"GO:1903589","GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"100038489",1
"GO:1903596","GO:1903596","regulation of gap junction assembly","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"66797",1
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12578",1
"GO:1904669","GO:1904669","ATP export","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"215900",1
"GO:1904749","GO:1904749","regulation of protein localization to nucleolus","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12578",1
"GO:1905651","GO:1905651","regulation of artery morphogenesis","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"23797",1
"GO:2000328","GO:2000328","regulation of T-helper 17 cell lineage commitment","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"12515",1
"GO:2000344","GO:2000344","positive regulation of acrosome reaction","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"58226",1
"GO:2000389","GO:2000389","regulation of neutrophil extravasation","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"19218",1
"GO:2000987","GO:2000987","positive regulation of behavioral fear response","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"18619",1
"GO:2001187","GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","1/790","10/28928",0.1,3.66177215189873,1.410604877387,0.241895292812851,0.467169559371077,0.34335541078634,"16963",1
"GO:0006457","GO:0006457","protein folding","7/790","185/28928",0.0378378378378378,1.38553540882655,0.881460222579089,0.243059677183589,0.469226408692113,0.344867132450099,"12010/14998/15000/14999/15511/193740/16149",7
"GO:0060041","GO:0060041","retina development in camera-type eye","8/790","217/28928",0.0368663594470046,1.3499620836493,0.86705237414949,0.2432958985035,0.469379169289442,0.344979406840833,"19130/16870/18506/54352/14561/237979/13078/17986",8
"GO:0007492","GO:0007492","endoderm development","4/790","92/28928",0.0434782608695652,1.59207484865162,0.953063085732644,0.243437015160916,0.469379169289442,0.344979406840833,"20671/27217/100038489/17394",4
"GO:0042246","GO:0042246","tissue regeneration","4/790","92/28928",0.0434782608695652,1.59207484865162,0.953063085732644,0.243437015160916,0.469379169289442,0.344979406840833,"66113/14422/14165/11815",4
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","12/790","348/28928",0.0344827586206897,1.26268005237887,0.826046004207901,0.245166519887127,0.472520941594699,0.347288513885223,"227231/23797/18761/14526/50915/67749/18124/27273/26367/14234/13078/69816",12
"GO:0034502","GO:0034502","protein localization to chromosome","5/790","123/28928",0.040650406504065,1.48852526499949,0.909754632524142,0.246306146437295,0.474523714188864,0.348760490800215,"26972/104271/404634/104103/107815",5
"GO:0032892","GO:0032892","positive regulation of organic acid transport","3/790","63/28928",0.0476190476190476,1.74370102471368,0.990151168852672,0.247050422438691,0.474743055070269,0.348921699673795,"98256/64292/21943",3
"GO:0090497","GO:0090497","mesenchymal cell migration","3/790","63/28928",0.0476190476190476,1.74370102471368,0.990151168852672,0.247050422438691,0.474743055070269,0.348921699673795,"14472/20423/21380",3
"GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis","3/790","63/28928",0.0476190476190476,1.74370102471368,0.990151168852672,0.247050422438691,0.474743055070269,0.348921699673795,"109648/64176/116838",3
"GO:0051302","GO:0051302","regulation of cell division","7/790","186/28928",0.0376344086021505,1.37808629372533,0.866777329999198,0.247158423528353,0.474743055070269,0.348921699673795,"20671/54635/20423/75305/14174/12145/18095",7
"GO:0001975","GO:0001975","response to amphetamine","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"14282/14680",2
"GO:0002092","GO:0002092","positive regulation of receptor internalization","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"20339/100038489",2
"GO:0003309","GO:0003309","type B pancreatic cell differentiation","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"18506/14561",2
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"22417/18053",2
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"20307/75766",2
"GO:0061036","GO:0061036","positive regulation of cartilage development","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"20679/235320",2
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"20304/11629",2
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"13011/17394",2
"GO:1902932","GO:1902932","positive regulation of alcohol biosynthetic process","2/790","35/28928",0.0571428571428571,2.09244122965642,1.08356362290634,0.247726998664367,0.474743055070269,0.348921699673795,"22417/20617",2
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","4/790","93/28928",0.043010752688172,1.57495576425752,0.930538956987586,0.249385409329982,0.477727343957881,0.351115061198228,"21916/50876/20259/20741",4
"GO:0106106","GO:0106106","cold-induced thermogenesis","6/790","155/28928",0.0387096774193548,1.41746018783177,0.873186416702623,0.250127189037078,0.478954009178055,0.352016622809257,"16182/54635/104158/14234/664883/16364",6
"GO:0009259","GO:0009259","ribonucleotide metabolic process","13/790","383/28928",0.0339425587467363,1.24289916382986,0.801823930884744,0.250563351561405,0.47959470858247,0.352487517375867,"209692/22262/230163/56362/231932/20928/14447/432530/22271/20533/67464/23984/15511",13
"GO:0110053","GO:0110053","regulation of actin filament organization","10/790","284/28928",0.0352112676056338,1.28935639151364,0.821096211090377,0.250730669257042,0.479720510628748,0.352579978051892,"18761/21916/22417/56221/93675/50876/76884/20259/20741/225288",10
"GO:0106027","GO:0106027","neuron projection organization","5/790","124/28928",0.0403225806451613,1.47652102899143,0.891015262275512,0.251425243020464,0.480854596007545,0.353413496296591,"16560/66797/434794/574437/70237",5
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","9/790","252/28928",0.0357142857142857,1.30777576853526,0.822231365613968,0.252994725998256,0.481375768179869,0.353796541984669,"98256/70789/20750/23962/246730/27273/20617/15930/432530",9
"GO:0048588","GO:0048588","developmental cell growth","10/790","285/28928",0.0350877192982456,1.28483233399956,0.809694329697726,0.254057256306946,0.481375768179869,0.353796541984669,"329278/16870/19415/17751/81907/17268/76884/68404/116838/19876",10
"GO:0019228","GO:0019228","neuronal action potential","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"66797/18858/58226",3
"GO:0021545","GO:0021545","cranial nerve development","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"20474/21380/17986",3
"GO:0060324","GO:0060324","face development","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"13345/20897/21380",3
"GO:0070527","GO:0070527","platelet aggregation","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"18761/27027/234199",3
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"30956/209027/71275",3
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","3/790","64/28928",0.046875,1.71645569620253,0.961434494478062,0.254403414542455,0.481375768179869,0.353796541984669,"11522/56362/631304",3
"GO:0050821","GO:0050821","protein stabilization","8/790","220/28928",0.0363636363636364,1.33155350978136,0.827145920384834,0.254666870486424,0.481375768179869,0.353796541984669,"20671/75811/12578/12994/57816/17751/15511/16149",8
"GO:0051048","GO:0051048","negative regulation of secretion","8/790","220/28928",0.0363636363636364,1.33155350978136,0.827145920384834,0.254666870486424,0.481375768179869,0.353796541984669,"18167/19218/20617/16160/58185/16149/15566/11551",8
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","4/790","94/28928",0.0425531914893617,1.55820091570159,0.908281890280053,0.25536453394647,0.481375768179869,0.353796541984669,"12578/100038882/15511/406217",4
"GO:0097306","GO:0097306","cellular response to alcohol","7/790","188/28928",0.0372340425531915,1.36342580123889,0.83766415198546,0.255419014281926,0.481375768179869,0.353796541984669,"19218/382044/104158/13897/432530/20306/13078",7
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process","5/790","125/28928",0.04,1.46470886075949,0.87244032021991,0.256570814216684,0.481375768179869,0.353796541984669,"209692/230163/14447/20533/67464",5
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","5/790","125/28928",0.04,1.46470886075949,0.87244032021991,0.256570814216684,0.481375768179869,0.353796541984669,"109648/20617/64176/27062/116838",5
"GO:0072526","GO:0072526","pyridine-containing compound catabolic process","5/790","125/28928",0.04,1.46470886075949,0.87244032021991,0.256570814216684,0.481375768179869,0.353796541984669,"209692/230163/14447/11872/20533",5
"GO:0001779","GO:0001779","natural killer cell differentiation","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"30925/57757",2
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"18985/321019",2
"GO:0032252","GO:0032252","secretory granule localization","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"16560/27062",2
"GO:0046466","GO:0046466","membrane lipid catabolic process","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"13078/18947",2
"GO:0060008","GO:0060008","Sertoli cell differentiation","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"22417/18671",2
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"17228/17287",2
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"73333/12176",2
"GO:2001014","GO:2001014","regulation of skeletal muscle cell differentiation","2/790","36/28928",0.0555555555555556,2.03431786216596,1.04048327318358,0.257914764308248,0.481375768179869,0.353796541984669,"20474/21380",2
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","6/790","157/28928",0.0382165605095541,1.39940337015238,0.840819361473704,0.259271370694175,0.481375768179869,0.353796541984669,"80721/227327/15476/27273/20617/11720",6
"GO:1903828","GO:1903828","negative regulation of protein localization","9/790","254/28928",0.0354330708661417,1.29747832153892,0.797896703972019,0.26012017531437,0.481375768179869,0.353796541984669,"20684/19218/12578/70377/16160/58185/11815/195359/11551",9
"GO:0048644","GO:0048644","muscle organ morphogenesis","4/790","95/28928",0.0421052631578947,1.54179880079947,0.886285321984964,0.26137241147539,0.481375768179869,0.353796541984669,"19130/14234/15110/21380",4
"GO:0006826","GO:0006826","iron ion transport","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"12010/217721/30060",3
"GO:0006911","GO:0006911","phagocytosis, engulfment","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"17167/11629/224840",3
"GO:0010171","GO:0010171","body morphogenesis","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"13345/20897/21380",3
"GO:0021575","GO:0021575","hindbrain morphogenesis","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"19130/13131/66797",3
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"140476/80857/224796",3
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"20897/107849/13078",3
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"79235/11808/18947",3
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","3/790","65/28928",0.0461538461538462,1.69004868549172,0.93322057946947,0.261786647476342,0.481375768179869,0.353796541984669,"14165/21380/11629",3
"GO:0002732","GO:0002732","positive regulation of dendritic cell cytokine production","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"327957",1
"GO:0002778","GO:0002778","antibacterial peptide production","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"16447",1
"GO:0002835","GO:0002835","negative regulation of response to tumor cell","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"60533",1
"GO:0002838","GO:0002838","negative regulation of immune response to tumor cell","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"60533",1
"GO:0003056","GO:0003056","regulation of vascular associated smooth muscle contraction","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"15566",1
"GO:0003266","GO:0003266","regulation of secondary heart field cardioblast proliferation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"21380",1
"GO:0006072","GO:0006072","glycerol-3-phosphate metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"56857",1
"GO:0006171","GO:0006171","cAMP biosynthetic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"432530",1
"GO:0007618","GO:0007618","mating","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"18858",1
"GO:0009172","GO:0009172","purine deoxyribonucleoside monophosphate catabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22262",1
"GO:0009174","GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22271",1
"GO:0010248","GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"192113",1
"GO:0014062","GO:0014062","regulation of serotonin secretion","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"15566",1
"GO:0014877","GO:0014877","response to muscle inactivity involved in regulation of muscle adaptation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"12372",1
"GO:0014894","GO:0014894","response to denervation involved in regulation of muscle adaptation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"12372",1
"GO:0015705","GO:0015705","iodide transport","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"216225",1
"GO:0021684","GO:0021684","cerebellar granular layer formation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"19130",1
"GO:0021707","GO:0021707","cerebellar granule cell differentiation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"19130",1
"GO:0030388","GO:0030388","fructose 1,6-bisphosphate metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"230163",1
"GO:0030638","GO:0030638","polyketide metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"105387",1
"GO:0030643","GO:0030643","intracellular phosphate ion homeostasis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20750",1
"GO:0030647","GO:0030647","aminoglycoside antibiotic metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"105387",1
"GO:0031953","GO:0031953","negative regulation of protein autophosphorylation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"14586",1
"GO:0032908","GO:0032908","regulation of transforming growth factor beta1 production","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20371",1
"GO:0033034","GO:0033034","positive regulation of myeloid cell apoptotic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"12578",1
"GO:0033206","GO:0033206","meiotic cytokinesis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"68166",1
"GO:0033629","GO:0033629","negative regulation of cell adhesion mediated by integrin","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"13078",1
"GO:0035356","GO:0035356","intracellular triglyceride homeostasis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"81799",1
"GO:0035771","GO:0035771","interleukin-4-mediated signaling pathway","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"547253",1
"GO:0042590","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"14972",1
"GO:0043320","GO:0043320","natural killer cell degranulation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"72310",1
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"329828",1
"GO:0044597","GO:0044597","daunorubicin metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"105387",1
"GO:0044598","GO:0044598","doxorubicin metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"105387",1
"GO:0046035","GO:0046035","CMP metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22271",1
"GO:0046130","GO:0046130","purine ribonucleoside catabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22262",1
"GO:0046501","GO:0046501","protoporphyrinogen IX metabolic process","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"11656",1
"GO:0046884","GO:0046884","follicle-stimulating hormone secretion","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"21386",1
"GO:0046940","GO:0046940","nucleoside monophosphate phosphorylation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22169",1
"GO:0048664","GO:0048664","neuron fate determination","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"19130",1
"GO:0051000","GO:0051000","positive regulation of nitric-oxide synthase activity","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"14128",1
"GO:0051458","GO:0051458","corticotropin secretion","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"58869",1
"GO:0051639","GO:0051639","actin filament network formation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"68166",1
"GO:0060073","GO:0060073","micturition","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"19218",1
"GO:0060385","GO:0060385","axonogenesis involved in innervation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"18164",1
"GO:0060405","GO:0060405","regulation of penile erection","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20423",1
"GO:0060484","GO:0060484","lung-associated mesenchyme development","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20423",1
"GO:0060539","GO:0060539","diaphragm development","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20897",1
"GO:0060693","GO:0060693","regulation of branching involved in salivary gland morphogenesis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"14165",1
"GO:0061669","GO:0061669","spontaneous neurotransmitter secretion","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"116838",1
"GO:0070561","GO:0070561","vitamin D receptor signaling pathway","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22337",1
"GO:0071351","GO:0071351","cellular response to interleukin-18","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"16182",1
"GO:0071578","GO:0071578","zinc ion import across plasma membrane","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"72002",1
"GO:0071609","GO:0071609","chemokine (C-C motif) ligand 5 production","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"246727",1
"GO:0071670","GO:0071670","smooth muscle cell chemotaxis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"11629",1
"GO:0072173","GO:0072173","metanephric tubule morphogenesis","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22417",1
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"20423",1
"GO:0072674","GO:0072674","multinuclear osteoclast differentiation","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"75766",1
"GO:0090084","GO:0090084","negative regulation of inclusion body assembly","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"15511",1
"GO:0090184","GO:0090184","positive regulation of kidney development","1/790","11/28928",0.0909090909090909,3.3288837744534,1.29445265616074,0.262605671078217,0.481375768179869,0.353796541984669,"22417",1
